iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
GEO,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,5586.895964,tonnes,annual,2022-09-05 15:48:05.49822,
GEO,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,196.7356788,tonnes,annual,2022-09-05 15:48:05.498226,
GEO,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,11449.61919,tonnes,annual,2022-09-05 15:48:05.498239,
GEO,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,23432.05679,tonnes,annual,2022-09-05 15:48:05.498245,
GHA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,2197649.435,tonnes,annual,2022-09-05 15:48:05.498387,
GHA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,69911.74635,tonnes,annual,2022-09-05 15:48:05.498393,
GHA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,4281019.477,tonnes,annual,2022-09-05 15:48:05.498406,
GHA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,8443697.762,tonnes,annual,2022-09-05 15:48:05.498412,
GNQ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,5514303.158,tonnes,annual,2022-09-05 15:48:05.498553,
GNQ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,148428.7792,tonnes,annual,2022-09-05 15:48:05.498559,
GNQ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,9937480.778,tonnes,annual,2022-09-05 15:48:05.498574,
GNQ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,19655465.16,tonnes,annual,2022-09-05 15:48:05.49858,
GRC,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,19242.68606,tonnes,annual,2022-09-05 15:48:05.498723,
GRC,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,881.8513053,tonnes,annual,2022-09-05 15:48:05.498729,
GRC,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,45521.85495,tonnes,annual,2022-09-05 15:48:05.498742,
GRC,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,98903.94573,tonnes,annual,2022-09-05 15:48:05.49875,
GTM,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,190983.7034,tonnes,annual,2022-09-05 15:48:05.498897,
GTM,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,7844.708227,tonnes,annual,2022-09-05 15:48:05.498903,
GTM,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,424756.0085,tonnes,annual,2022-09-05 15:48:05.498918,
GTM,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,864464.6536,tonnes,annual,2022-09-05 15:48:05.498924,
HRV,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,284167.3801,tonnes,annual,2022-09-05 15:48:05.49907,
HRV,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,19769.08637,tonnes,annual,2022-09-05 15:48:05.499076,
HRV,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,873286.154,tonnes,annual,2022-09-05 15:48:05.499089,
HRV,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,1999287.493,tonnes,annual,2022-09-05 15:48:05.499095,
IRL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,383574.4309,tonnes,annual,2022-09-05 15:48:05.499581,
IRL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,26622.75078,tonnes,annual,2022-09-05 15:48:05.499587,
IRL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,1176932.404,tonnes,annual,2022-09-05 15:48:05.4996,
IRL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,2670530.186,tonnes,annual,2022-09-05 15:48:05.499606,
IRN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,159474246.1,tonnes,annual,2022-09-05 15:48:05.49975,
IRN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,3710605.448,tonnes,annual,2022-09-05 15:48:05.499756,
IRN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,270050288.5,tonnes,annual,2022-09-05 15:48:05.499772,
IRN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,531529994,tonnes,annual,2022-09-05 15:48:05.499778,
IRQ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,65571596.84,tonnes,annual,2022-09-05 15:48:05.499917,
IDN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,76303891.22,tonnes,annual,2022-09-05 15:48:05.499237,2022-09-14 00:49:03.512315
IDN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,789584.8397,tonnes,annual,2022-09-05 15:48:05.499243,2022-09-14 00:49:03.512315
IDN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,99833519.44,tonnes,annual,2022-09-05 15:48:05.499256,2022-09-14 00:49:03.512315
IDN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,147602397.3,tonnes,annual,2022-09-05 15:48:05.499264,2022-09-14 00:49:03.512315
IND,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,12787321.5,tonnes,annual,2022-09-05 15:48:05.499413,2022-09-14 00:49:03.512315
IND,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,485211.6953,tonnes,annual,2022-09-05 15:48:05.499419,2022-09-14 00:49:03.512315
IND,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,27246630.02,tonnes,annual,2022-09-05 15:48:05.499432,2022-09-14 00:49:03.512315
IND,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,57497175.96,tonnes,annual,2022-09-05 15:48:05.499437,2022-09-14 00:49:03.512315
IRQ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,1940963.244,tonnes,annual,2022-09-05 15:48:05.499923,
IRQ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,123412301.5,tonnes,annual,2022-09-05 15:48:05.499936,
IRQ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,236662085.3,tonnes,annual,2022-09-05 15:48:05.499942,
ISR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,1264593.783,tonnes,annual,2022-09-05 15:48:05.500087,
ISR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,79900.32399,tonnes,annual,2022-09-05 15:48:05.500093,
ISR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,3645623.438,tonnes,annual,2022-09-05 15:48:05.500105,
ISR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,8151996.368,tonnes,annual,2022-09-05 15:48:05.500111,
ITA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,1405734.241,tonnes,annual,2022-09-05 15:48:05.500253,
ITA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,56003.66487,tonnes,annual,2022-09-05 15:48:05.50026,
ITA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,3074643.454,tonnes,annual,2022-09-05 15:48:05.500275,
ITA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,6455959.15,tonnes,annual,2022-09-05 15:48:05.50028,
JOR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,39369.4332,tonnes,annual,2022-09-05 15:48:05.500421,
JOR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,1202.377816,tonnes,annual,2022-09-05 15:48:05.500427,
JOR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,75200.29212,tonnes,annual,2022-09-05 15:48:05.50044,
JOR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,167472.1742,tonnes,annual,2022-09-05 15:48:05.500448,
JPN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,267999.1554,tonnes,annual,2022-09-05 15:48:05.500592,
JPN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,21005.65788,tonnes,annual,2022-09-05 15:48:05.500598,
JPN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,893967.7603,tonnes,annual,2022-09-05 15:48:05.500613,
JPN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,2082340.955,tonnes,annual,2022-09-05 15:48:05.500619,
KGZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,13323.85971,tonnes,annual,2022-09-05 15:48:05.500928,
KGZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,379.9773778,tonnes,annual,2022-09-05 15:48:05.500934,
KGZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,24647.18557,tonnes,annual,2022-09-05 15:48:05.500949,
KGZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,48447.71128,tonnes,annual,2022-09-05 15:48:05.500955,
KWT,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,25024543.75,tonnes,annual,2022-09-05 15:48:05.5011,
KWT,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,641543.5695,tonnes,annual,2022-09-05 15:48:05.501107,
KWT,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,44142542.13,tonnes,annual,2022-09-05 15:48:05.50112,
KWT,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,82642566.58,tonnes,annual,2022-09-05 15:48:05.501126,
LBY,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,16714807.67,tonnes,annual,2022-09-05 15:48:05.501269,
LBY,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,626111.7087,tonnes,annual,2022-09-05 15:48:05.501275,
LBY,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,35372936.59,tonnes,annual,2022-09-05 15:48:05.501288,
LBY,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,72518193.13,tonnes,annual,2022-09-05 15:48:05.501294,
MAR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,12718.56044,tonnes,annual,2022-09-05 15:48:05.501438,
MAR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,884.7313864,tonnes,annual,2022-09-05 15:48:05.501444,
MAR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,39083.55576,tonnes,annual,2022-09-05 15:48:05.50146,
MAR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,89875.58372,tonnes,annual,2022-09-05 15:48:05.501466,
KAZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,37151894.3,tonnes,annual,2022-09-05 15:48:05.500763,2022-09-14 00:49:03.512315
KAZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,937130.7894,tonnes,annual,2022-09-05 15:48:05.500769,2022-09-14 00:49:03.512315
KAZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,65078391.82,tonnes,annual,2022-09-05 15:48:05.500782,2022-09-14 00:49:03.512315
KAZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,125000587.7,tonnes,annual,2022-09-05 15:48:05.500788,2022-09-14 00:49:03.512315
MDG,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,37940.44088,tonnes,annual,2022-09-05 15:48:05.501609,2022-09-14 00:49:03.512315
MDG,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,230.7579444,tonnes,annual,2022-09-05 15:48:05.501615,2022-09-14 00:49:03.512315
MEX,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,28713392.73,tonnes,annual,2022-09-05 15:48:05.50178,
MEX,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,762348.8703,tonnes,annual,2022-09-05 15:48:05.501785,
MEX,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,51431389.06,tonnes,annual,2022-09-05 15:48:05.501798,
MEX,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,97431395.82,tonnes,annual,2022-09-05 15:48:05.501804,
MMR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,2189685.869,tonnes,annual,2022-09-05 15:48:05.50195,
MMR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,144477.5686,tonnes,annual,2022-09-05 15:48:05.501956,
MMR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,6495117.413,tonnes,annual,2022-09-05 15:48:05.501971,
MMR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,14606427.26,tonnes,annual,2022-09-05 15:48:05.501977,
MOZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,767523.4649,tonnes,annual,2022-09-05 15:48:05.502123,
MOZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,40252.71168,tonnes,annual,2022-09-05 15:48:05.502129,
MOZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,1967054.273,tonnes,annual,2022-09-05 15:48:05.502142,
MOZ,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,4253763.672,tonnes,annual,2022-09-05 15:48:05.502149,
NZL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,1171554.395,tonnes,annual,2022-09-05 15:48:05.502968,
NZL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,56437.39878,tonnes,annual,2022-09-05 15:48:05.502974,
NZL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,2853388.879,tonnes,annual,2022-09-05 15:48:05.502987,
NZL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,6432103.931,tonnes,annual,2022-09-05 15:48:05.502993,
OMN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,21190177.62,tonnes,annual,2022-09-05 15:48:05.503134,
OMN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,589679.0744,tonnes,annual,2022-09-05 15:48:05.50314,
OMN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,38762614.03,tonnes,annual,2022-09-05 15:48:05.503156,
OMN,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,75405070.81,tonnes,annual,2022-09-05 15:48:05.503162,
PAK,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,7936406.356,tonnes,annual,2022-09-05 15:48:05.503306,
PAK,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,414779.4536,tonnes,annual,2022-09-05 15:48:05.503312,
PAK,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,20296834.07,tonnes,annual,2022-09-05 15:48:05.503324,
PAK,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,43737186.77,tonnes,annual,2022-09-05 15:48:05.503332,
MDG,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,44817.02762,tonnes,annual,2022-09-05 15:48:05.501628,2022-09-14 00:49:03.512315
MDG,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,58612.45824,tonnes,annual,2022-09-05 15:48:05.501634,2022-09-14 00:49:03.512315
MYS,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,112310073.6,tonnes,annual,2022-09-05 15:48:05.502293,2022-09-14 00:49:03.512315
MYS,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,765718.0305,tonnes,annual,2022-09-05 15:48:05.502299,2022-09-14 00:49:03.512315
MYS,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,135128470.9,tonnes,annual,2022-09-05 15:48:05.502313,2022-09-14 00:49:03.512315
MYS,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,182034411.5,tonnes,annual,2022-09-05 15:48:05.502319,2022-09-14 00:49:03.512315
NGA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,37575281.75,tonnes,annual,2022-09-05 15:48:05.50246,2022-09-14 00:49:03.512315
NGA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,1199881.464,tonnes,annual,2022-09-05 15:48:05.502466,2022-09-14 00:49:03.512315
NGA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,73331749.38,tonnes,annual,2022-09-05 15:48:05.502479,2022-09-14 00:49:03.512315
NGA,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,146122680.2,tonnes,annual,2022-09-05 15:48:05.502485,2022-09-14 00:49:03.512315
NOR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,40315853.87,tonnes,annual,2022-09-05 15:48:05.502799,2022-09-19 23:04:26.871401
NOR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,1644155.738,tonnes,annual,2022-09-05 15:48:05.502805,2022-09-19 23:04:26.871401
NOR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,89311694.85,tonnes,annual,2022-09-05 15:48:05.502818,2022-09-19 23:04:26.871401
NOR,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,194408690.5,tonnes,annual,2022-09-05 15:48:05.502824,2022-09-19 23:04:26.871401
PER,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,5409262.777,tonnes,annual,2022-09-05 15:48:05.503478,
PER,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,142114.8265,tonnes,annual,2022-09-05 15:48:05.503484,
PER,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,9644284.608,tonnes,annual,2022-09-05 15:48:05.503497,
PER,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,19673460.86,tonnes,annual,2022-09-05 15:48:05.503503,
PHL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,743875.9936,tonnes,annual,2022-09-05 15:48:05.503645,
PHL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,40793.26336,tonnes,annual,2022-09-05 15:48:05.503651,
PHL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,1959515.242,tonnes,annual,2022-09-05 15:48:05.503666,
PHL,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,4410596.324,tonnes,annual,2022-09-05 15:48:05.503672,
PNG,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,5002010.488,tonnes,annual,2022-09-05 15:48:05.50382,
PNG,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,123126.0984,tonnes,annual,2022-09-05 15:48:05.503826,
PNG,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,8671168.221,tonnes,annual,2022-09-05 15:48:05.503838,
PNG,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,16324838.84,tonnes,annual,2022-09-05 15:48:05.503847,
PRK,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,91226.93563,tonnes,annual,2022-09-05 15:48:05.503987,
PRK,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,4610.073771,tonnes,annual,2022-09-05 15:48:05.503993,
PRK,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,228607.134,tonnes,annual,2022-09-05 15:48:05.504007,
PRK,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,503498.1642,tonnes,annual,2022-09-05 15:48:05.504012,
QAT,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,59799858.61,tonnes,annual,2022-09-05 15:48:05.504142,
QAT,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,1591704.556,tonnes,annual,2022-09-05 15:48:05.504148,
QAT,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,107232654.4,tonnes,annual,2022-09-05 15:48:05.50416,
QAT,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,213261449.9,tonnes,annual,2022-09-05 15:48:05.504165,
SRB,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,co2,319846.6215,tonnes,annual,2022-09-05 15:48:05.504757,
SRB,2017-01-01 00:00:00,2017-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,8993.127962,tonnes,annual,2022-09-05 15:48:05.504763,
