country_code,year,forest_area_percent,cereal_yield,electricity_access_percent,renew_energy_percent,energy_use_per_capita,emissions_total,emissions_per_capita,emissions_per_gdp,gdp_growth_percent,gdp_per_capita,gni_per_capita,pop_growth_percent,pop_total,urb_pop_growth_percent,urban_pop_total,urban_pop_percent
ZWE,2013,45.9275429753134,668.5,40.4983749389648,78.87,832.572235670715,12279.9997329712,0.905910545091934,0.388195602483998,3.1967308868621,1408.36780957465,1200.0,2.1632674727572,13555422.0,1.61353072409736,4426387.0,32.654
ZWE,2012,46.0466330619103,695.7,44.0,77.5,814.910234806806,12010.0002288818,0.905367550111022,0.391797093041122,15.7448770803376,1290.19395595933,1120.0,1.82230856245569,13265331.0,1.27256771109182,4355539.0,32.834
ZWE,2011,46.1657231485072,587.4,36.9000015258789,79.27,787.030033122764,11409.9998474121,0.875954873154447,0.430829676063494,14.6202072551987,1082.61577402053,950.0,1.43833913255502,13025785.0,0.891611678783383,4300463.0,33.015
ZWE,2010,46.284813235104,733.4,38.7825508117676,82.27,736.691254072989,9600.00038146973,0.747676915847621,0.415482189389531,21.4520609184971,937.840338429712,650.0,1.253649854212,12839771.0,0.706879123071181,4262290.0,33.196
ZWE,2009,46.4039033217009,452.4,43.369083404541,82.09,720.587138135351,7750.0,0.611207896648294,0.407368789402442,12.0195599748423,762.297957461508,440.0,1.02626500717403,12679810.0,0.482488069423371,4232267.0,33.378
ZWE,2008,46.5229934082978,309.7,37.7193450927734,81.86,714.435704447056,7599.99990463257,0.605560938245976,0.44750047345071,-17.6689463301054,351.839100544391,130.0,0.798207023794335,12550347.0,0.254389397924437,4211896.0,33.56
ZWE,2007,46.6420834948947,806.7,37.2040100097656,77.97,775.061828504531,9760.00022888184,0.783899997886188,0.473144083415068,-3.65332683535506,425.036841692684,250.0,0.969118750298355,12450568.0,0.428246462759909,4201195.0,33.743
ZWE,2006,46.7611735814915,934.2,37.2000007629395,78.59,798.490327634993,9829.99992370605,0.797210810252151,0.459128046861947,-3.46149518781378,441.498796884795,290.0,0.861222619917424,12330490.0,0.320336244803581,4183242.0,33.926
ZWE,2005,46.8802636680884,653.8,36.1923141479492,80.15,786.614829763841,10510.0002288818,0.859731090589871,0.473896610688324,-5.71108370650353,470.783761438779,330.0,0.523850608635102,12224753.0,-0.0141481450099478,4169863.0,34.11
ZWE,2004,46.9993537546853,1205.9,35.690601348877,81.58,753.482334051291,9770.00045776367,0.80339577846076,0.415370936260503,-5.80753802273949,477.399491040164,320.0,0.701855595519876,12160881.0,0.163857394368567,4170453.0,34.294
ZWE,2003,47.1184438412822,795.3,35.1883506774902,77.83,776.618630209042,10180.0003051758,0.843006401314742,0.407666909397986,-16.9950747276622,474.30220105818,340.0,0.757960496752579,12075828.0,0.451008008382556,4163625.0,34.479
ZWE,2002,47.237533927879,539.1,34.2000007629395,74.3,818.244747194827,12489.9997711182,1.04216694055478,0.415168087282803,-8.89402363141309,529.186882814375,370.0,0.616566778386599,11984644.0,1.8237677837638,4144889.0,34.585
ZWE,2001,47.3566240144759,1193.9,34.1728439331055,71.53,838.0164080565,13900.0,1.1669906534963,0.420942910748933,1.43961539576736,569.003208636604,390.0,0.642662969955232,11910978.0,1.85572056919021,4069981.0,34.17
ZWE,2000,47.4757141010728,1159.5,33.6548881530762,69.26,845.697085412393,13700.0,1.15761513031704,0.42085894351674,-3.05918974918634,565.284389703613,360.0,1.0039687523875,11834676.0,2.22892978426192,3995150.0,33.758
ZWE,1999,47.5948041876696,1069.0,38.4,64.4125355692959,903.663855975537,15820.0,1.35023787913988,0.471117371179256,-0.817821033045107,585.331799194534,400.0,1.44503967279215,11716454.0,2.67607651840125,3907086.0,33.347
ZWE,1998,47.7138942742665,1016.6,33.1038475036621,67.8388025481349,859.69068865512,14070.0,1.21835439201605,0.415575926193416,2.88521179619663,554.361483583302,410.0,1.62340353192012,11548364.0,2.8605681395173,3803916.0,32.939
